id,number,name_en,type_element,rarity,expansion
3586,97/101,Rayquaza ex δ,Lightning,Rare Holo ex,EX Dragon Frontiers
3587,7/106,Rotom,Lightning,Rare Holo,Great Encounters
3588,13/100,Rotom,Lightning,Rare Holo,Majestic Dawn
3589,82/147,Rotom,Lightning,Uncommon,Supreme Victors
3590,20/90,Rotom,Lightning,Rare,Undaunted
3591,111/105,Shining Raichu,Lightning,Shining Holo,Neo Destiny
3592,98/130,Shinx,Lightning,Common,Diamond and Pearl
3593,98/123,Shinx,Lightning,Common,Mysterious Treasures
3594,118/146,Shinx,Lightning,Common,Legends Awakened
3595,126/147,Shinx,Lightning,Common,Supreme Victors
3596,74/99,Shinx,Lightning,Common,Arceus
3597,SH12,Shinx,Lightning,Rare Holo,Arceus
3598,114/111,Surfing Pikachu,Lightning,Rare Holo,Rising Rivals
3599,49/95,Team Aqua's Chinchou,Lightning,Common,EX Team Magma VS Team Aqua
3600,27/95,Team Aqua's Electrike,Lightning,Uncommon,EX Team Magma VS Team Aqua
3601,52/95,Team Aqua's Electrike,Lightning,Common,EX Team Magma VS Team Aqua
3602,53/95,Team Aqua's Electrike,Lightning,Common,EX Team Magma VS Team Aqua
3603,28/95,Team Aqua's Lanturn,Lightning,Uncommon,EX Team Magma VS Team Aqua
3604,29/95,Team Aqua's Manectric,Lightning,Uncommon,EX Team Magma VS Team Aqua
3605,35/98,Thundurus,Lightning,Rare Holo,Emerging Powers
3606,97/98,Thundurus,Lightning,Rare Ultra,Emerging Powers
3607,67/101,Totodile δ,Lightning,Common,EX Dragon Frontiers
3608,99/101,Tyranitar ex δ,Lightning,Rare Holo ex,EX Dragon Frontiers
3609,97/110,Voltorb,Lightning,Common,Legendary Collection
3610,64/147,Voltorb,Lightning,Uncommon,Aquapolis
3611,115/147,Voltorb,Lightning,Common,Aquapolis
3612,113/144,Voltorb,Lightning,Common,Skyridge
3613,80/101,Voltorb,Lightning,Common,EX Hidden Legends
3614,85/112,Voltorb,Lightning,Common,EX FireRed and Leaf Green
3615,80/109,Voltorb,Lightning,Common,EX Team Rocket Returns
3616,71/106,Voltorb,Lightning,Common,EX Emerald
3617,68/92,Voltorb,Lightning,Common,EX Legend Maker
3618,117/132,Voltorb,Lightning,Common,Secret Wonders
3619,80/100,Voltorb,Lightning,Common,Stormfront
3620,81/100,Voltorb,Lightning,Common,Stormfront
3621,SH3,Voltorb,Lightning,Rare Holo,Stormfront
3622,83/102,Voltorb,Lightning,Common,Triumphant
3623,19/110,Zapdos,Lightning,Rare Holo,Legendary Collection
3624,H32/H32,Zapdos,Lightning,Rare Holo,Aquapolis
3625,44/147,Zapdos,Lightning,Rare,Aquapolis
3626,14/100,Zapdos,Lightning,Rare Holo,Majestic Dawn
3627,48/147,Zapdos,Lightning,Rare,Supreme Victors
3628,150/147,Zapdos,Lightning,SuperRare Holo,Supreme Victors
3629,116/112,Zapdos ex,Lightning,Rare Holo ex,EX FireRed and Leaf Green
3630,12/99,Zapdos Pokémon G,Lightning,Rare Holo,Arceus
3631,42/114,Zebstrika,Lightning,Uncommon,Black White
3632,43/114,Zebstrika,Lightning,Rare,Black White
3633,47/114,Zekrom,Lightning,Rare Holo,Black White
3634,114/114,Zekrom,Lightning,Rare Ultra,Black White
3635,163/165,Lightning Energy,Lightning E,—,Expedition Base Set
3636,109/109,Lightning Energy,Lightning E,—,EX Ruby and Sapphire
3637,104/106,Lightning Energy,Lightning E,Rare Holo,EX Emerald
3638,108/110,Lightning Energy,Lightning E,Rare Holo,EX Holon Phantoms
3639,106/108,Lightning Energy,Lightning E,Rare Holo,EX Power Keepers
3640,126/130,Lightning Energy,Lightning E,Common,Diamond and Pearl
3641,118/123,Lightning Energy,Lightning E,Common,HeartGold SoulSilver
3642,91/95,Lightning Energy,Lightning E,Common,Call of Legends
3643,108/114,Lightning Energy,Lightning E,Common,Black White
3644,2/109,Dark Ampharos,LightningDarkness,Rare Holo,EX Team Rocket Returns
3645,4/109,Dark Electrode,LightningDarkness,Rare Holo,EX Team Rocket Returns
3646,33/109,Dark Flaaffy,LightningDarkness,Uncommon,EX Team Rocket Returns
3647,39/109,Dark Magneton,LightningDarkness,Uncommon,EX Team Rocket Returns
3648,4/95,Team Aqua's Manectric,LightningDarkness,Rare Holo,EX Team Magma VS Team Aqua
3649,4/100,Charizard δ,LightningMetal,Rare Holo,EX Crystal Guardians
3650,3/113,Dragonite δ,LightningMetal,Rare Holo,EX Delta Species
3651,8/110,Gyarados δ,LightningMetal,Rare Holo,EX Holon Phantoms
3652,7/113,Jolteon δ,LightningMetal,Rare Holo,EX Delta Species
3653,8/113,Latias δ,LightningMetal,Rare Holo,EX Delta Species
3654,9/113,Latios δ,LightningMetal,Rare Holo,EX Delta Species
3655,11/113,Metagross δ,LightningMetal,Rare Holo,EX Delta Species
3656,14/110,Pidgeot δ,LightningMetal,Rare Holo,EX Holon Phantoms
3657,13/113,Rayquaza δ,LightningMetal,Rare Holo,EX Delta Species
3658,92/95,Raikou & Suicune LEGEND,LightningWater,Rare Holo LEGEND,Unleashed
3659,93/95,Raikou & Suicune LEGEND,LightningWater,Rare Holo LEGEND,Unleashed
3660,1/109,Aggron,Metal,Rare Holo,EX Ruby and Sapphire
3661,2/92,Aggron,Metal,Rare Holo,EX Legend Maker
3662,1/108,Aggron,Metal,Rare Holo,EX Power Keepers
3663,1/123,Aggron,Metal,Rare Holo,Mysterious Treasures
3664,14/111,Aggron,Metal,Rare,Rising Rivals
3665,1/102,Aggron,Metal,Rare Holo,Triumphant
3666,95/100,Aggron ex,Metal,Rare Holo ex,EX Sandstorm
3667,89/100,Aggron ex,Metal,Rare Holo ex,EX Crystal Guardians
3668,57/110,Anorith δ,Metal,Common,EX Holon Phantoms
3669,25/109,Aron,Metal,Uncommon,EX Ruby and Sapphire
3670,49/109,Aron,Metal,Common,EX Ruby and Sapphire
3671,50/109,Aron,Metal,Common,EX Ruby and Sapphire
3672,56/100,Aron,Metal,Common,EX Sandstorm
3673,48/92,Aron,Metal,Common,EX Legend Maker
3674,58/110,Aron,Metal,Common,EX Holon Phantoms
3675,44/100,Aron,Metal,Common,EX Crystal Guardians
3676,42/108,Aron,Metal,Common,EX Power Keepers
3677,71/123,Aron,Metal,Common,Mysterious Treasures
3678,57/111,Aron,Metal,Common,Rising Rivals
3679,42/90,Aron,Metal,Common,Undaunted
3680,56/102,Aron,Metal,Common,Triumphant
3681,21/123,Bastiodon,Metal,Rare,Mysterious Treasures
3682,20/127,Bastiodon,Metal,Rare,Platinum
3683,2/111,Bastiodon Pokémon GL,Metal,Rare Holo,Rising Rivals
3684,28/101,Beldum,Metal,Uncommon,EX Hidden Legends
3685,29/101,Beldum,Metal,Uncommon,EX Hidden Legends
3686,45/108,Beldum,Metal,Common,EX Power Keepers
3687,83/146,Beldum,Metal,Common,Legends Awakened
3688,84/146,Beldum,Metal,Common,Legends Awakened
3689,90/147,Beldum,Metal,Common,Supreme Victors
3690,43/90,Beldum,Metal,Common,Undaunted
3691,6/123,Bronzong,Metal,Rare Holo,Mysterious Treasures
3692,14/99,Bronzong,Metal,Rare,Arceus
3693,33/99,Bronzong,Metal,Uncommon,Arceus
3694,15/102,Bronzong,Metal,Rare,Triumphant
3695,41/127,Bronzong Pokémon G,Metal,Uncommon,Platinum
3696,74/123,Bronzor,Metal,Common,Mysterious Treasures
3697,34/99,Bronzor,Metal,Uncommon,Arceus
3698,54/99,Bronzor,Metal,Common,Arceus
3699,58/102,Bronzor,Metal,Common,Triumphant
3700,37/110,Chimecho δ,Metal,Uncommon,EX Holon Phantoms
3701,77/98,Cobalion,Metal,Rare Holo,Emerging Powers
3702,4/110,Deoxys δ [Defense],Metal,Rare Holo,EX Holon Phantoms
3703,1/130,Dialga,Metal,Rare Holo,Diamond and Pearl
3704,16/106,Dialga,Metal,Rare,Great Encounters
3705,4/100,Dialga,Metal,Rare Holo,Majestic Dawn
3706,5/127,Dialga,Metal,Rare Holo,Platinum
3707,6/127,Dialga,Metal,Rare Holo,Platinum
3708,23/127,Dialga,Metal,Rare,Platinum
3709,3/95,Dialga,Metal,Rare Holo,Call of Legends
3710,SL2,Dialga,Metal,ShinyRare Holo,Call of Legends
3711,105/106,Dialga LV.X,Metal,Rare Holo LV.X,Great Encounters
3712,7/127,Dialga Pokémon G,Metal,Rare Holo,Platinum
3713,122/127,Dialga Pokémon G LV.X,Metal,Rare Holo LV.X,Platinum
3714,68/113,Eevee δ,Metal,Common,EX Delta Species
3715,2/100,Empoleon,Metal,Rare Holo,Stormfront
3716,70/98,Ferroseed,Metal,Common,Emerging Powers
3717,71/98,Ferroseed,Metal,Common,Emerging Powers
3718,72/98,Ferrothorn,Metal,Rare,Emerging Powers
3719,73/98,Ferrothorn,Metal,Uncommon,Emerging Powers
3720,H8/H32,Forretress,Metal,Rare Holo,Skyridge
3721,9/144,Forretress,Metal,Rare,Skyridge
3722,28/97,Forretress,Metal,Uncommon,EX Dragon
3723,6/115,Forretress,Metal,Rare Holo,EX Unseen Forces
3724,28/146,Forretress,Metal,Rare,Legends Awakened
3725,3/90,Forretress,Metal,Rare Holo,Undaunted
3726,13/90,Forretress,Metal,Rare,Undaunted
3727,5/95,Forretress,Metal,Rare Holo,Call of Legends
3728,61/111,Forretress Pokémon G,Metal,Common,Rising Rivals
3729,30/146,Heatran,Metal,Rare,Legends Awakened
3730,70/113,Holon's Magnemite,Metal,Common,EX Delta Species
3731,22/113,Holon's Magneton,Metal,Rare,EX Delta Species
3732,9/107,Jirachi,Metal,Rare Holo,EX Deoxys
3733,31/146,Jirachi,Metal,Rare,Legends Awakened
3734,7/111,Jirachi,Metal,Rare Holo,Rising Rivals
3735,75/114,Klang,Metal,Uncommon,Black White
3736,75/98,Klang,Metal,Uncommon,Emerging Powers
3737,74/114,Klink,Metal,Common,Black White
3738,74/98,Klink,Metal,Common,Emerging Powers
3739,76/114,Klinklang,Metal,Rare Holo,Black White
3740,76/98,Klinklang,Metal,Rare,Emerging Powers
3741,36/109,Lairon,Metal,Uncommon,EX Ruby and Sapphire
3742,37/109,Lairon,Metal,Uncommon,EX Ruby and Sapphire
3743,41/100,Lairon,Metal,Uncommon,EX Sandstorm
3744,38/92,Lairon,Metal,Uncommon,EX Legend Maker
3745,45/110,Lairon,Metal,Uncommon,EX Holon Phantoms
3746,36/100,Lairon,Metal,Uncommon,EX Crystal Guardians
3747,32/108,Lairon,Metal,Uncommon,EX Power Keepers
3748,53/123,Lairon,Metal,Uncommon,Mysterious Treasures
3749,44/111,Lairon,Metal,Uncommon,Rising Rivals
3750,29/90,Lairon,Metal,Uncommon,Undaunted
3751,37/102,Lairon,Metal,Uncommon,Triumphant
3752,18/101,Ledian δ,Metal,Rare,EX Dragon Frontiers
3753,53/101,Ledyba δ,Metal,Common,EX Dragon Frontiers
3754,53/127,Lucario,Metal,Uncommon,Platinum
3755,69/110,Magikarp δ,Metal,Common,EX Holon Phantoms
3756,52/147,Magnemite,Metal,Uncommon,Aquapolis
3757,87/130,Magnemite,Metal,Common,Diamond and Pearl
3758,66/100,Magnemite,Metal,Common,Stormfront
3759,H16/H32,Magneton,Metal,Rare Holo,Aquapolis
3760,22/147,Magneton,Metal,Rare,Aquapolis
3761,H19/H32,Magneton,Metal,Rare Holo,Skyridge
3762,20/144,Magneton,Metal,Rare,Skyridge
3763,54/130,Magneton,Metal,Uncommon,Diamond and Pearl
3764,42/100,Magneton,Metal,Uncommon,Stormfront
3765,8/130,Magnezone,Metal,Rare Holo,Diamond and Pearl
3766,5/100,Magnezone,Metal,Rare Holo,Stormfront
3767,142/146,Magnezone LV.X,Metal,Rare Holo LV.X,Legends Awakened
3768,9/100,Mawile,Metal,Rare Holo,EX Sandstorm
3769,23/110,Mawile,Metal,Rare,EX Holon Phantoms
3770,9/100,Mawile,Metal,Rare Holo,EX Crystal Guardians
3771,17/108,Mawile,Metal,Rare,EX Power Keepers
3772,24/106,Mawile,Metal,Rare,Great Encounters
3773,33/147,Mawile,Metal,Rare,Supreme Victors
3774,56/90,Mawile,Metal,Common,Undaunted
3775,64/95,Mawile,Metal,Common,Call of Legends
3776,10/146,Metagross,Metal,Rare Holo,Legends Awakened
3777,7/147,Metagross,Metal,Rare Holo,Supreme Victors
3778,18/90,Metagross,Metal,Rare,Undaunted
3779,95/101,Metagross ex,Metal,Rare Holo ex,EX Hidden Legends
3780,95/108,Metagross ex,Metal,Rare Holo ex,EX Power Keepers
3781,113/113,Metagross Star,Metal,ShinyRare Holo,EX Delta Species
3782,21/101,Metang,Metal,Rare,EX Hidden Legends
3783,44/101,Metang,Metal,Uncommon,EX Hidden Legends
3784,35/108,Metang,Metal,Uncommon,EX Power Keepers
3785,64/146,Metang,Metal,Uncommon,Legends Awakened
3786,65/146,Metang,Metal,Uncommon,Legends Awakened
3787,69/147,Metang,Metal,Uncommon,Supreme Victors
3788,30/90,Metang,Metal,Uncommon,Undaunted
3789,7/101,Nidoqueen δ,Metal,Rare Holo,EX Dragon Frontiers
3790,56/101,Nidoran♀ δ,Metal,Common,EX Dragon Frontiers
3791,34/101,Nidorina δ,Metal,Uncommon,EX Dragon Frontiers
3792,76/110,Pichu δ,Metal,Common,EX Holon Phantoms
3793,93/92,Pikachu δ,Metal,Rare Holo,EX Legend Maker
3794,79/110,Pikachu δ,Metal,Common,EX Holon Phantoms
3795,7/99,Probopass,Metal,Rare Holo,Arceus
3796,15/110,Raichu δ,Metal,Rare Holo,EX Holon Phantoms
3797,29/110,Registeel,Metal,Rare,EX Holon Phantoms
3798,39/146,Registeel,Metal,Rare,Legends Awakened
3799,99/101,Registeel ex,Metal,Rare Holo ex,EX Hidden Legends
3800,100/106,Registeel ex,Metal,Rare Holo ex,EX Emerald
3801,92/92,Registeel Star,Metal,ShinyRare Holo,EX Legend Maker
3802,H21/H32,Scizor,Metal,Rare Holo,Aquapolis
3803,32/147,Scizor,Metal,Rare,Aquapolis
3804,29/100,Scizor,Metal,Rare,Majestic Dawn
3805,7/90,Scizor,Metal,Rare Holo,Undaunted
3806,84/90,Scizor,Metal,SuperRare Holo,Undaunted
3807,108/115,Scizor ex,Metal,Rare Holo ex,EX Unseen Forces
3808,63/123,Shieldon,Metal,Uncommon,Mysterious Treasures
3809,62/127,Shieldon,Metal,Uncommon,Platinum
3810,112/105,Shining Steelix,Metal,Shining Holo,Neo Destiny
3811,27/165,Skarmory,Metal,Rare Holo,Expedition Base Set
3812,63/165,Skarmory,Metal,Rare,Expedition Base Set
3813,97/144,Skarmory,Metal,Common,Skyridge
3814,21/97,Skarmory,Metal,Rare,EX Dragon
3815,26/107,Skarmory,Metal,Rare,EX Deoxys
3816,55/113,Skarmory,Metal,Uncommon,EX Delta Species
3817,53/106,Skarmory,Metal,Uncommon,Great Encounters
3818,51/100,Skarmory,Metal,Uncommon,Stormfront
3819,21/90,Skarmory,Metal,Rare,Undaunted
3820,31/95,Skarmory,Metal,Rare,Call of Legends
3821,98/108,Skarmory ex,Metal,Rare Holo ex,EX Power Keepers
3822,83/147,Skarmory Pokémon FB,Metal,Uncommon,Supreme Victors
3823,H23/H32,Steelix,Metal,Rare Holo,Aquapolis
3824,35/147,Steelix,Metal,Rare,Aquapolis
3825,H29/H32,Steelix,Metal,Rare Holo,Skyridge
3826,31/144,Steelix,Metal,Rare,Skyridge
3827,23/100,Steelix,Metal,Rare,EX Sandstorm
3828,38/130,Steelix,Metal,Rare,Diamond and Pearl
3829,28/100,Steelix,Metal,Rare,Stormfront
3830,24/95,Steelix,Metal,Rare,Unleashed
3831,87/95,Steelix,Metal,SuperRare Holo,Unleashed
3832,109/115,Steelix ex,Metal,Rare Holo ex,EX Unseen Forces
3833,51/111,Steelix Pokémon GL,Metal,Uncommon,Rising Rivals
3834,23/101,Tropius δ,Metal,Rare,EX Dragon Frontiers
3835,43/132,Wormadam Trash Cloak,Metal,Rare,Secret Wonders
3836,51/99,Wormadam Trash Cloak,Metal,Uncommon,Arceus
3837,159/165,Metal Energy,Metal E,Rare,Expedition Base Set
3838,143/147,Metal Energy,Metal E,Rare,Aquapolis
3839,94/109,Metal Energy,Metal E,Rare,EX Ruby and Sapphire
3840,88/106,Metal Energy,Metal E,Rare,EX Emerald
3841,97/115,Metal Energy,Metal E,Rare,EX Unseen Forces
3842,107/113,Metal Energy,Metal E,Rare,EX Delta Species
3843,95/110,Metal Energy,Metal E,Rare,EX Holon Phantoms
3844,88/108,Metal Energy,Metal E,Rare,EX Power Keepers
3845,130/130,Metal Energy,Metal E,Common,Diamond and Pearl
3846,120/123,Metal Energy,Metal E,Uncommon,Mysterious Treasures
3847,130/132,Metal Energy,Metal E,Uncommon,Secret Wonders
3848,95/100,Metal Energy,Metal E,Uncommon,Majestic Dawn
3849,100/111,Metal Energy,Metal E,Uncommon,Rising Rivals
3850,122/123,Metal Energy,Metal E,Common,HeartGold SoulSilver
3851,80/90,Metal Energy,Metal E,Uncommon,Undaunted
3852,87/95,Metal Energy,Metal E,Uncommon,Call of Legends
3853,95/95,Metal Energy,Metal E,Common,Call of Legends
3854,112/114,Metal Energy,Metal E,Common,Black White
3855,67/110,Abra,Psychic,Common,Legendary Collection
3856,93/165,Abra,Psychic,Common,Expedition Base Set
3857,46/144,Abra,Psychic,Common,Skyridge
3858,69/123,Abra,Psychic,Common,Mysterious Treasures
3859,1/110,Alakazam,Psychic,Rare Holo,Legendary Collection
3860,1/165,Alakazam,Psychic,Rare Holo,Expedition Base Set
3861,33/165,Alakazam,Psychic,Rare,Expedition Base Set
3862,H1/H32,Alakazam,Psychic,Rare Holo,Skyridge
3863,2/144,Alakazam,Psychic,Rare,Skyridge
3864,2/123,Alakazam,Psychic,Rare Holo,Mysterious Treasures
3865,38/111,Alakazam Pokémon 4,Psychic,Uncommon,Rising Rivals
3866,103/111,Alakazam Pokémon 4 LV.X,Psychic,Rare Holo LV.X,Rising Rivals
3867,99/100,Alakazam Star,Psychic,ShinyRare Holo,EX Crystal Guardians
3868,33/106,Arbok,Psychic,Uncommon,Great Encounters
3869,4/123,Azelf,Psychic,Rare Holo,Mysterious Treasures
3870,19/146,Azelf,Psychic,Rare,Legends Awakened
3871,140/146,Azelf LV.X,Psychic,Rare Holo LV.X,Legends Awakened
3872,52/101,Baltoy,Psychic,Common,EX Hidden Legends
3873,59/110,Baltoy,Psychic,Common,EX Holon Phantoms
3874,44/108,Baltoy,Psychic,Common,EX Power Keepers
3875,89/147,Baltoy,Psychic,Common,Supreme Victors
3876,1/101,Banette,Psychic,Rare Holo,EX Hidden Legends
3877,1/100,Banette,Psychic,Rare Holo,EX Crystal Guardians
3878,4/108,Banette,Psychic,Rare Holo,EX Power Keepers
3879,23/132,Banette,Psychic,Rare,Secret Wonders
3880,19/127,Banette,Psychic,Rare,Platinum
3881,14/102,Banette,Psychic,Rare,Triumphant
3882,85/92,Banette ex,Psychic,Rare Holo ex,EX Legend Maker
3883,54/101,Beldum,Psychic,Common,EX Hidden Legends
3884,55/107,Beldum,Psychic,Common,EX Deoxys
3885,44/95,Beldum,Psychic,Common,Unleashed
3886,16/100,Bronzong,Psychic,Rare,Majestic Dawn
3887,13/100,Bronzong,Psychic,Rare,Stormfront
3888,16/111,Bronzong Pokémon 4,Psychic,Rare,Rising Rivals
3889,52/100,Bronzor,Psychic,Common,Majestic Dawn
3890,55/100,Bronzor,Psychic,Common,Stormfront
3891,33/100,Budew,Psychic,Uncommon,Stormfront
3892,3/102,Celebi,Psychic,Rare Holo,Triumphant
3893,17/101,Chimecho,Psychic,Rare,EX Hidden Legends
3894,12/106,Chimecho,Psychic,Rare,EX Emerald
3895,22/123,Chimecho,Psychic,Rare,Mysterious Treasures
3896,21/147,Chimecho,Psychic,Rare,Supreme Victors
3897,42/123,Chingling,Psychic,Uncommon,Mysterious Treasures
3898,58/100,Chingling,Psychic,Common,Majestic Dawn
3899,98/147,Chingling,Psychic,Common,Supreme Victors
3900,2/101,Claydol,Psychic,Rare Holo,EX Hidden Legends
3901,24/106,Claydol,Psychic,Uncommon,EX Emerald
3902,38/110,Claydol,Psychic,Uncommon,EX Holon Phantoms
3903,22/147,Claydol,Psychic,Rare,Supreme Victors
3904,93/108,Claydol ex,Psychic,Rare Holo ex,EX Power Keepers
3905,2/106,Cresselia,Psychic,Rare Holo,Great Encounters
3906,2/100,Cresselia,Psychic,Rare Holo,Majestic Dawn
3907,103/106,Cresselia LV.X,Psychic,Rare Holo LV.X,Great Encounters
3908,78/123,Croagunk,Psychic,Common,Mysterious Treasures
3909,60/100,Croagunk,Psychic,Common,Majestic Dawn
3910,101/147,Croagunk,Psychic,Common,Supreme Victors
3911,23/123,Crobat,Psychic,Rare,Mysterious Treasures
3912,14/95,Crobat,Psychic,Rare,Unleashed
3913,84/95,Crobat,Psychic,SuperRare Holo,Unleashed
3914,47/127,Crobat Pokémon G,Psychic,Uncommon,Platinum
3915,45/101,Cyndaquil δ,Psychic,Common,EX Dragon Frontiers
3916,8/110,Dark Slowbro,Psychic,Rare Holo,Legendary Collection
3917,2/95,Deoxys,Psychic,Rare Holo,Call of Legends
3918,SL1,Deoxys,Psychic,ShinyRare Holo,Call of Legends
3919,17/107,Deoxys [Attack],Psychic,Rare,EX Deoxys
3920,18/107,Deoxys [Defense],Psychic,Rare,EX Deoxys
3921,16/107,Deoxys [Normal],Psychic,Rare,EX Deoxys
3922,2/106,Deoxys [Speed],Psychic,Rare Holo,EX Emerald
3923,24/146,Deoxys Attack Forme,Psychic,Rare,Legends Awakened
3924,25/146,Deoxys Defense Forme,Psychic,Rare,Legends Awakened
3925,98/107,Deoxys ex [Attack],Psychic,Rare Holo ex,EX Deoxys
3926,99/107,Deoxys ex [Defense],Psychic,Rare Holo ex,EX Deoxys
3927,97/107,Deoxys ex [Normal],Psychic,Rare Holo ex,EX Deoxys
3928,93/106,Deoxys ex [Speed],Psychic,Rare Holo ex,EX Emerald
3929,1/146,Deoxys Normal Forme,Psychic,Rare Holo,Legends Awakened
3930,26/146,Deoxys Speed Forme,Psychic,Rare,Legends Awakened
3931,38/113,Ditto [Mr. Mime],Psychic,Uncommon,EX Delta Species
3932,23/130,Drapion,Psychic,Rare,Diamond and Pearl
3933,24/130,Drifblim,Psychic,Rare,Diamond and Pearl
3934,53/146,Drifblim,Psychic,Uncommon,Legends Awakened
3935,16/100,Drifblim,Psychic,Rare,Stormfront
3936,57/147,Drifblim,Psychic,Uncommon,Supreme Victors
3937,12/90,Drifblim,Psychic,Rare,Undaunted
3938,3/147,Drifblim Pokémon FB,Psychic,Rare Holo,Supreme Victors
3939,46/130,Drifloon,Psychic,Uncommon,Diamond and Pearl
3940,61/100,Drifloon,Psychic,Common,Majestic Dawn
3941,92/146,Drifloon,Psychic,Common,Legends Awakened
3942,58/100,Drifloon,Psychic,Common,Stormfront
3943,SH1,Drifloon,Psychic,Rare Holo,Stormfront
3944,103/147,Drifloon,Psychic,Common,Supreme Victors
3945,46/90,Drifloon,Psychic,Common,Undaunted
3946,73/110,Drowzee,Psychic,Common,Legendary Collection
3947,74a/147,Drowzee,Psychic,Common,Aquapolis
3948,74b/147,Drowzee,Psychic,Common,Aquapolis
3949,32/112,Drowzee,Psychic,Uncommon,EX FireRed and Leaf Green
3950,54/109,Drowzee,Psychic,Common,EX Team Rocket Returns
3951,67/113,Drowzee,Psychic,Common,EX Delta Species
3952,65/106,Drowzee,Psychic,Common,Great Encounters
3953,62/123,Drowzee,Psychic,Common,HeartGold SoulSilver
3954,56/114,Duosion,Psychic,Uncommon,Black White
3955,4/100,Dusclops,Psychic,Rare Holo,EX Sandstorm
3956,7/107,Dusclops,Psychic,Rare Holo,EX Deoxys
3957,17/100,Dusclops,Psychic,Rare,EX Crystal Guardians
3958,14/108,Dusclops,Psychic,Rare,EX Power Keepers
3959,47/130,Dusclops,Psychic,Uncommon,Diamond and Pearl
3960,34/100,Dusclops,Psychic,Uncommon,Stormfront
3961,35/100,Dusclops,Psychic,Uncommon,Stormfront
3962,94/106,Dusclops ex,Psychic,Rare Holo ex,EX Emerald
3963,2/130,Dusknoir,Psychic,Rare Holo,Diamond and Pearl
3964,1/100,Dusknoir,Psychic,Rare Holo,Stormfront
3965,17/100,Dusknoir,Psychic,Rare,Stormfront
3966,96/100,Dusknoir LV.X,Psychic,Rare Holo LV.X,Stormfront
3967,26/147,Dusknoir Pokémon FB,Psychic,Rare,Supreme Victors
3968,61/100,Duskull,Psychic,Common,EX Sandstorm
3969,62/100,Duskull,Psychic,Common,EX Sandstorm
3970,58/107,Duskull,Psychic,Common,EX Deoxys
3971,46/106,Duskull,Psychic,Common,EX Emerald
3972,51/100,Duskull,Psychic,Common,EX Crystal Guardians
3973,50/108,Duskull,Psychic,Common,EX Power Keepers
3974,80/130,Duskull,Psychic,Common,Diamond and Pearl
3975,86/132,Duskull,Psychic,Common,Secret Wonders
3976,59/100,Duskull,Psychic,Common,Stormfront
3977,60/100,Duskull,Psychic,Common,Stormfront
3978,SH2,Duskull,Psychic,Rare Holo,Stormfront
3979,25/127,Dustox,Psychic,Rare,Platinum
3980,66/106,Ekans,Psychic,Common,Great Encounters
3981,H9/H32,Espeon,Psychic,Rare Holo,Aquapolis
3982,11/147,Espeon,Psychic,Rare,Aquapolis
3983,16/100,Espeon,Psychic,Rare,EX Sandstorm
3984,18/100,Espeon,Psychic,Rare,Majestic Dawn
3985,2/90,Espeon,Psychic,Rare Holo,Undaunted
3986,81/90,Espeon,Psychic,SuperRare Holo,Undaunted
3987,4/95,Espeon,Psychic,Rare Holo,Call of Legends
3988,102/115,Espeon ex,Psychic,Rare Holo ex,EX Unseen Forces
3989,18/111,Espeon Pokémon 4,Psychic,Rare,Rising Rivals
3990,64/105,Exeggcute,Psychic,Common,Neo Destiny
3991,77/147,Exeggcute,Psychic,Common,Aquapolis
3992,33/112,Exeggcute,Psychic,Uncommon,EX FireRed and Leaf Green
3993,93/146,Exeggcute,Psychic,Common,Legends Awakened
3994,63/123,Exeggcute,Psychic,Common,HeartGold SoulSilver
3995,13/147,Exeggutor,Psychic,Rare,Aquapolis
3996,5/112,Exeggutor,Psychic,Rare Holo,EX FireRed and Leaf Green
3997,54/146,Exeggutor,Psychic,Uncommon,Legends Awakened
3998,18/123,Exeggutor,Psychic,Rare,HeartGold SoulSilver
3999,92/101,Flygon ex δ,Psychic,Rare Holo ex,EX Dragon Frontiers
4000,20/111,Gallade Pokémon 4,Psychic,Rare,Rising Rivals
4001,106/111,Gallade Pokémon 4 LV.X,Psychic,Rare Holo LV.X,Rising Rivals
4002,7/109,Gardevoir,Psychic,Rare Holo,EX Ruby and Sapphire
4003,4/106,Gardevoir,Psychic,Rare Holo,EX Emerald
4004,9/108,Gardevoir,Psychic,Rare Holo,EX Power Keepers
4005,7/132,Gardevoir,Psychic,Rare Holo,Secret Wonders
4006,8/127,Gardevoir,Psychic,Rare Holo,Platinum
4007,96/100,Gardevoir ex,Psychic,Rare Holo ex,EX Sandstorm
4008,131/132,Gardevoir LV.X,Psychic,Rare Holo LV.X,Secret Wonders
4009,65/105,Gastly,Psychic,Common,Neo Destiny
4010,76/110,Gastly,Psychic,Common,Legendary Collection
4011,109/165,Gastly,Psychic,Common,Expedition Base Set
4012,57/144,Gastly,Psychic,Common,Skyridge
4013,63/112,Gastly,Psychic,Common,EX FireRed and Leaf Green
4014,52/92,Gastly,Psychic,Common,EX Legend Maker
4015,82/130,Gastly,Psychic,Common,Diamond and Pearl
4016,62/100,Gastly,Psychic,Common,Stormfront
4017,36/99,Gastly,Psychic,Uncommon,Arceus
4018,64/99,Gastly,Psychic,Common,Arceus
4019,63/102,Gastly,Psychic,Common,Triumphant
4020,11/110,Gengar,Psychic,Rare Holo,Legendary Collection
4021,13/165,Gengar,Psychic,Rare Holo,Expedition Base Set
