id,number,name_en,type_element,rarity,expansion
3708,44/111,Lairon,Metal,Uncommon,Rising Rivals
3709,29/90,Lairon,Metal,Uncommon,Undaunted
3710,37/102,Lairon,Metal,Uncommon,Triumphant
3711,18/101,Ledian ?,Metal,Rare,Dragon Frontiers
3712,53/101,Ledyba ?,Metal,Common,Dragon Frontiers
3713,53/127,Lucario,Metal,Uncommon,Platinum
3714,69/110,Magikarp ?,Metal,Common,Holon Phantoms
3715,52/147,Magnemite,Metal,Uncommon,Aquapolis
3716,87/130,Magnemite,Metal,Common,Diamond Pearl
3717,66/100,Magnemite,Metal,Common,Stormfront
3718,22/147,Magneton,Metal,Rare,Aquapolis
3719,20/144,Magneton,Metal,Rare,Skyridge
3720,54/130,Magneton,Metal,Uncommon,Diamond Pearl
3721,42/100,Magneton,Metal,Uncommon,Stormfront
3722,8/130,Magnezone,Metal,Rare Holo,Diamond Pearl
3723,5/100,Magnezone,Metal,Rare Holo,Stormfront
3724,142/146,Magnezone LV.X,Metal,Rare Holo LV.X,Legends Awakened
3725,9/100,Mawile,Metal,Rare Holo,Sandstorm
3726,23/110,Mawile,Metal,Rare,Holon Phantoms
3727,9/100,Mawile,Metal,Rare Holo,Crystal Guardians
3728,17/108,Mawile,Metal,Rare,Power Keepers
3729,24/106,Mawile,Metal,Rare,Great Encounters
3730,33/147,Mawile,Metal,Rare,Supreme Victors
3731,56/90,Mawile,Metal,Common,Undaunted
3732,64/95,Mawile,Metal,Common,Call of Legends
3733,10/146,Metagross,Metal,Rare Holo,Legends Awakened
3734,7/147,Metagross,Metal,Rare Holo,Supreme Victors
3735,18/90,Metagross,Metal,Rare,Undaunted
3736,95/101,Metagross ex,Metal,Rare Holo ex,Hidden Legends
3737,95/108,Metagross ex,Metal,Rare Holo ex,Power Keepers
3738,113/113,Metagross Star,Metal,ShinyRare Holo,Delta Species
3739,21/101,Metang,Metal,Rare,Hidden Legends
3740,44/101,Metang,Metal,Uncommon,Hidden Legends
3741,35/108,Metang,Metal,Uncommon,Power Keepers
3742,64/146,Metang,Metal,Uncommon,Legends Awakened
3743,65/146,Metang,Metal,Uncommon,Legends Awakened
3744,69/147,Metang,Metal,Uncommon,Supreme Victors
3745,30/90,Metang,Metal,Uncommon,Undaunted
3746,7/101,Nidoqueen ?,Metal,Rare Holo,Dragon Frontiers
3747,56/101,Nidoran? ?,Metal,Common,Dragon Frontiers
3748,34/101,Nidorina ?,Metal,Uncommon,Dragon Frontiers
3749,76/110,Pichu ?,Metal,Common,Holon Phantoms
3750,93/92,Pikachu ?,Metal,Rare Holo,Legend Maker
3751,79/110,Pikachu ?,Metal,Common,Holon Phantoms
3752,7/99,Probopass,Metal,Rare Holo,Arceus
3753,15/110,Raichu ?,Metal,Rare Holo,Holon Phantoms
3754,29/110,Registeel,Metal,Rare,Holon Phantoms
3755,39/146,Registeel,Metal,Rare,Legends Awakened
3756,99/101,Registeel ex,Metal,Rare Holo ex,Hidden Legends
3757,100/106,Registeel ex,Metal,Rare Holo ex,Emerald
3758,92/92,Registeel Star,Metal,ShinyRare Holo,Legend Maker
3759,32/147,Scizor,Metal,Rare,Aquapolis
3760,29/100,Scizor,Metal,Rare,Majestic Dawn
3761,7/90,Scizor,Metal,Rare Holo,Undaunted
3762,84/90,Scizor Prime ,Metal,SuperRare Holo,Undaunted
3763,108/115,Scizor ex,Metal,Rare Holo ex,Unseen Forces
3764,63/123,Shieldon,Metal,Uncommon,Mysterious Treasures
3765,62/127,Shieldon,Metal,Uncommon,Platinum
3766,112/105,Shining Steelix,Metal,Shining Holo,Neo Destiny
3767,27/165,Skarmory,Metal,Rare Holo,Expedition
3768,63/165,Skarmory,Metal,Rare,Expedition
3769,97/144,Skarmory,Metal,Common,Skyridge
3770,21/97,Skarmory,Metal,Rare,Dragon
3771,26/107,Skarmory,Metal,Rare,Deoxys
3772,55/113,Skarmory,Metal,Uncommon,Delta Species
3773,53/106,Skarmory,Metal,Uncommon,Great Encounters
3774,51/100,Skarmory,Metal,Uncommon,Stormfront
3775,21/90,Skarmory,Metal,Rare,Undaunted
3776,31/95,Skarmory,Metal,Rare,Call of Legends
3777,98/108,Skarmory ex,Metal,Rare Holo ex,Power Keepers
3778,83/147,Skarmory FB,Metal,Uncommon,Supreme Victors
3779,35/147,Steelix,Metal,Rare,Aquapolis
3780,31/144,Steelix,Metal,Rare,Skyridge
3781,23/100,Steelix,Metal,Rare,Sandstorm
3782,38/130,Steelix,Metal,Rare,Diamond Pearl
3783,28/100,Steelix,Metal,Rare,Stormfront
3784,24/95,Steelix,Metal,Rare,Unleashed
3785,87/95,Steelix Prime ,Metal,SuperRare Holo,Unleashed
3786,109/115,Steelix ex,Metal,Rare Holo ex,Unseen Forces
3787,51/111,Steelix GL,Metal,Uncommon,Rising Rivals
3788,23/101,Tropius ?,Metal,Rare,Dragon Frontiers
3789,43/132,Wormadam Trash Cloak,Metal,Rare,Secret Wonders
3790,51/99,Wormadam Trash Cloak,Metal,Uncommon,Arceus
3791,159/165,Metal Energy,Metal E,Rare,Expedition
3792,143/147,Metal Energy,Metal E,Rare,Aquapolis
3793,94/109,Metal Energy,Metal E,Rare,Ruby Sapphire
3794,88/106,Metal Energy,Metal E,Rare,Emerald
3795,97/115,Metal Energy,Metal E,Rare,Unseen Forces
3796,107/113,Metal Energy,Metal E,Rare,Delta Species
3797,95/110,Metal Energy,Metal E,Rare,Holon Phantoms
3798,88/108,Metal Energy,Metal E,Rare,Power Keepers
3799,130/130,Metal Energy,Metal E,Common,Diamond Pearl
3800,120/123,Metal Energy,Metal E,Uncommon,Mysterious Treasures
3801,130/132,Metal Energy,Metal E,Uncommon,Secret Wonders
3802,95/100,Metal Energy,Metal E,Uncommon,Majestic Dawn
3803,100/111,Metal Energy,Metal E,Uncommon,Rising Rivals
3804,122/123,Metal Energy,Metal E,Common,HeartGold SoulSilver
3805,80/90,Metal Energy,Metal E,Uncommon,Undaunted
3806,87/95,Metal Energy,Metal E,Uncommon,Call of Legends
3807,95/95,Metal Energy,Metal E,Common,Call of Legends
3808,112/114,Metal Energy,Metal E,Common,Black White
3809,67/110,Abra,Psychic,Common,Legendary Collection
3810,93/165,Abra,Psychic,Common,Expedition
3811,46/144,Abra,Psychic,Common,Skyridge
3812,69/123,Abra,Psychic,Common,Mysterious Treasures
3813,1/110,Alakazam,Psychic,Rare Holo,Legendary Collection
3814,1/165,Alakazam,Psychic,Rare Holo,Expedition
3815,33/165,Alakazam,Psychic,Rare,Expedition
3816,2/144,Alakazam,Psychic,Rare,Skyridge
3817,2/123,Alakazam,Psychic,Rare Holo,Mysterious Treasures
3818,38/111,Alakazam 4,Psychic,Uncommon,Rising Rivals
3819,103/111,Alakazam 4 LV.X,Psychic,Rare Holo LV.X,Rising Rivals
3820,99/100,Alakazam Star,Psychic,ShinyRare Holo,Crystal Guardians
3821,33/106,Arbok,Psychic,Uncommon,Great Encounters
3822,4/123,Azelf,Psychic,Rare Holo,Mysterious Treasures
3823,19/146,Azelf,Psychic,Rare,Legends Awakened
3824,140/146,Azelf LV.X,Psychic,Rare Holo LV.X,Legends Awakened
3825,52/101,Baltoy,Psychic,Common,Hidden Legends
3826,59/110,Baltoy,Psychic,Common,Holon Phantoms
3827,44/108,Baltoy,Psychic,Common,Power Keepers
3828,89/147,Baltoy,Psychic,Common,Supreme Victors
3829,1/101,Banette,Psychic,Rare Holo,Hidden Legends
3830,1/100,Banette,Psychic,Rare Holo,Crystal Guardians
3831,4/108,Banette,Psychic,Rare Holo,Power Keepers
3832,23/132,Banette,Psychic,Rare,Secret Wonders
3833,19/127,Banette,Psychic,Rare,Platinum
3834,14/102,Banette,Psychic,Rare,Triumphant
3835,85/92,Banette ex,Psychic,Rare Holo ex,Legend Maker
3836,54/101,Beldum,Psychic,Common,Hidden Legends
3837,55/107,Beldum,Psychic,Common,Deoxys
3838,44/95,Beldum,Psychic,Common,Unleashed
3839,16/100,Bronzong,Psychic,Rare,Majestic Dawn
3840,13/100,Bronzong,Psychic,Rare,Stormfront
3841,16/111,Bronzong 4,Psychic,Rare,Rising Rivals
3842,52/100,Bronzor,Psychic,Common,Majestic Dawn
3843,55/100,Bronzor,Psychic,Common,Stormfront
3844,33/100,Budew,Psychic,Uncommon,Stormfront
3845,3/102,Celebi,Psychic,Rare Holo,Triumphant
3846,17/101,Chimecho,Psychic,Rare,Hidden Legends
3847,12/106,Chimecho,Psychic,Rare,Emerald
3848,22/123,Chimecho,Psychic,Rare,Mysterious Treasures
3849,21/147,Chimecho,Psychic,Rare,Supreme Victors
3850,42/123,Chingling,Psychic,Uncommon,Mysterious Treasures
3851,58/100,Chingling,Psychic,Common,Majestic Dawn
3852,98/147,Chingling,Psychic,Common,Supreme Victors
3853,2/101,Claydol,Psychic,Rare Holo,Hidden Legends
3854,24/106,Claydol,Psychic,Uncommon,Emerald
3855,38/110,Claydol,Psychic,Uncommon,Holon Phantoms
3856,22/147,Claydol,Psychic,Rare,Supreme Victors
3857,93/108,Claydol ex,Psychic,Rare Holo ex,Power Keepers
3858,2/106,Cresselia,Psychic,Rare Holo,Great Encounters
3859,2/100,Cresselia,Psychic,Rare Holo,Majestic Dawn
3860,103/106,Cresselia LV.X,Psychic,Rare Holo LV.X,Great Encounters
3861,78/123,Croagunk,Psychic,Common,Mysterious Treasures
3862,60/100,Croagunk,Psychic,Common,Majestic Dawn
3863,101/147,Croagunk,Psychic,Common,Supreme Victors
3864,23/123,Crobat,Psychic,Rare,Mysterious Treasures
3865,14/95,Crobat,Psychic,Rare,Unleashed
3866,84/95,Crobat Prime ,Psychic,SuperRare Holo,Unleashed
3867,47/127,Crobat G,Psychic,Uncommon,Platinum
3868,45/101,Cyndaquil ?,Psychic,Common,Dragon Frontiers
3869,8/110,Dark Slowbro,Psychic,Rare Holo,Legendary Collection
3870,2/95,Deoxys,Psychic,Rare Holo,Call of Legends
3871,SL1,Deoxys,Psychic,ShinyRare Holo,Call of Legends
3872,17/107,Deoxys,Psychic,Rare,Deoxys
3873,18/107,Deoxys,Psychic,Rare,Deoxys
3874,16/107,Deoxys,Psychic,Rare,Deoxys
3875,2/106,Deoxys,Psychic,Rare Holo,Emerald
3876,24/146,Deoxys Attack Forme,Psychic,Rare,Legends Awakened
3877,25/146,Deoxys Defense Forme,Psychic,Rare,Legends Awakened
3878,98/107,Deoxys ex,Psychic,Rare Holo ex,Deoxys
3879,99/107,Deoxys ex,Psychic,Rare Holo ex,Deoxys
3880,97/107,Deoxys ex,Psychic,Rare Holo ex,Deoxys
3881,93/106,Deoxys ex,Psychic,Rare Holo ex,Emerald
3882,1/146,Deoxys Normal Forme,Psychic,Rare Holo,Legends Awakened
3883,26/146,Deoxys Speed Forme,Psychic,Rare,Legends Awakened
3884,38/113,Ditto,Psychic,Uncommon,Delta Species
3885,23/130,Drapion,Psychic,Rare,Diamond Pearl
3886,24/130,Drifblim,Psychic,Rare,Diamond Pearl
3887,53/146,Drifblim,Psychic,Uncommon,Legends Awakened
3888,16/100,Drifblim,Psychic,Rare,Stormfront
3889,57/147,Drifblim,Psychic,Uncommon,Supreme Victors
3890,12/90,Drifblim,Psychic,Rare,Undaunted
3891,3/147,Drifblim FB,Psychic,Rare Holo,Supreme Victors
3892,46/130,Drifloon,Psychic,Uncommon,Diamond Pearl
3893,61/100,Drifloon,Psychic,Common,Majestic Dawn
3894,92/146,Drifloon,Psychic,Common,Legends Awakened
3895,58/100,Drifloon,Psychic,Common,Stormfront
3896,SH1,Drifloon,Psychic,Rare Holo,Stormfront
3897,103/147,Drifloon,Psychic,Common,Supreme Victors
3898,46/90,Drifloon,Psychic,Common,Undaunted
3899,73/110,Drowzee,Psychic,Common,Legendary Collection
3900,74a/147,Drowzee,Psychic,Common,Aquapolis
3901,74b/147,Drowzee,Psychic,Common,Aquapolis
3902,32/112,Drowzee,Psychic,Uncommon,FireRed LeafGreen
3903,54/109,Drowzee,Psychic,Common,Team Rocket Returns
3904,67/113,Drowzee,Psychic,Common,Delta Species
3905,65/106,Drowzee,Psychic,Common,Great Encounters
3906,62/123,Drowzee,Psychic,Common,HeartGold SoulSilver
3907,56/114,Duosion,Psychic,Uncommon,Black White
3908,4/100,Dusclops,Psychic,Rare Holo,Sandstorm
3909,7/107,Dusclops,Psychic,Rare Holo,Deoxys
3910,17/100,Dusclops,Psychic,Rare,Crystal Guardians
3911,14/108,Dusclops,Psychic,Rare,Power Keepers
3912,47/130,Dusclops,Psychic,Uncommon,Diamond Pearl
3913,34/100,Dusclops,Psychic,Uncommon,Stormfront
3914,35/100,Dusclops,Psychic,Uncommon,Stormfront
3915,94/106,Dusclops ex,Psychic,Rare Holo ex,Emerald
3916,2/130,Dusknoir,Psychic,Rare Holo,Diamond Pearl
3917,1/100,Dusknoir,Psychic,Rare Holo,Stormfront
3918,17/100,Dusknoir,Psychic,Rare,Stormfront
3919,96/100,Dusknoir LV.X,Psychic,Rare Holo LV.X,Stormfront
3920,26/147,Dusknoir FB,Psychic,Rare,Supreme Victors
3921,61/100,Duskull,Psychic,Common,Sandstorm
3922,62/100,Duskull,Psychic,Common,Sandstorm
3923,58/107,Duskull,Psychic,Common,Deoxys
3924,46/106,Duskull,Psychic,Common,Emerald
3925,51/100,Duskull,Psychic,Common,Crystal Guardians
3926,50/108,Duskull,Psychic,Common,Power Keepers
3927,80/130,Duskull,Psychic,Common,Diamond Pearl
3928,86/132,Duskull,Psychic,Common,Secret Wonders
3929,59/100,Duskull,Psychic,Common,Stormfront
3930,60/100,Duskull,Psychic,Common,Stormfront
3931,SH2,Duskull,Psychic,Rare Holo,Stormfront
3932,25/127,Dustox,Psychic,Rare,Platinum
3933,66/106,Ekans,Psychic,Common,Great Encounters
3934,11/147,Espeon,Psychic,Rare,Aquapolis
3935,16/100,Espeon,Psychic,Rare,Sandstorm
3936,18/100,Espeon,Psychic,Rare,Majestic Dawn
3937,2/90,Espeon,Psychic,Rare Holo,Undaunted
3938,81/90,Espeon Prime ,Psychic,SuperRare Holo,Undaunted
3939,4/95,Espeon,Psychic,Rare Holo,Call of Legends
3940,102/115,Espeon ex,Psychic,Rare Holo ex,Unseen Forces
3941,18/111,Espeon 4,Psychic,Rare,Rising Rivals
3942,64/105,Exeggcute,Psychic,Common,Neo Destiny
3943,77/147,Exeggcute,Psychic,Common,Aquapolis
3944,33/112,Exeggcute,Psychic,Uncommon,FireRed LeafGreen
3945,93/146,Exeggcute,Psychic,Common,Legends Awakened
3946,63/123,Exeggcute,Psychic,Common,HeartGold SoulSilver
3947,13/147,Exeggutor,Psychic,Rare,Aquapolis
3948,5/112,Exeggutor,Psychic,Rare Holo,FireRed LeafGreen
3949,54/146,Exeggutor,Psychic,Uncommon,Legends Awakened
3950,18/123,Exeggutor,Psychic,Rare,HeartGold SoulSilver
3951,92/101,Flygon ex ?,Psychic,Rare Holo ex,Dragon Frontiers
3952,20/111,Gallade 4,Psychic,Rare,Rising Rivals
3953,106/111,Gallade 4 LV.X,Psychic,Rare Holo LV.X,Rising Rivals
3954,7/109,Gardevoir,Psychic,Rare Holo,Ruby Sapphire
3955,4/106,Gardevoir,Psychic,Rare Holo,Emerald
3956,9/108,Gardevoir,Psychic,Rare Holo,Power Keepers
3957,7/132,Gardevoir,Psychic,Rare Holo,Secret Wonders
3958,8/127,Gardevoir,Psychic,Rare Holo,Platinum
3959,96/100,Gardevoir ex,Psychic,Rare Holo ex,Sandstorm
3960,131/132,Gardevoir LV.X,Psychic,Rare Holo LV.X,Secret Wonders
3961,65/105,Gastly,Psychic,Common,Neo Destiny
3962,76/110,Gastly,Psychic,Common,Legendary Collection
3963,109/165,Gastly,Psychic,Common,Expedition
3964,57/144,Gastly,Psychic,Common,Skyridge
3965,63/112,Gastly,Psychic,Common,FireRed LeafGreen
3966,52/92,Gastly,Psychic,Common,Legend Maker
3967,82/130,Gastly,Psychic,Common,Diamond Pearl
3968,62/100,Gastly,Psychic,Common,Stormfront
3969,36/99,Gastly,Psychic,Uncommon,Arceus
3970,64/99,Gastly,Psychic,Common,Arceus
3971,63/102,Gastly,Psychic,Common,Triumphant
3972,11/110,Gengar,Psychic,Rare Holo,Legendary Collection
3973,13/165,Gengar,Psychic,Rare Holo,Expedition
3974,48/165,Gengar,Psychic,Rare,Expedition
3975,10/144,Gengar,Psychic,Rare,Skyridge
3976,5/92,Gengar,Psychic,Rare Holo,Legend Maker
3977,27/130,Gengar,Psychic,Rare,Diamond Pearl
3978,18/100,Gengar,Psychic,Rare,Stormfront
3979,16/99,Gengar,Psychic,Rare,Arceus
3980,17/99,Gengar,Psychic,Rare,Arceus
3981,94/102,Gengar Prime ,Psychic,SuperRare Holo,Triumphant
3982,108/112,Gengar ex,Psychic,Rare Holo ex,FireRed LeafGreen
3983,97/99,Gengar LV.X,Psychic,Rare Holo LV.X,Arceus
3984,40/111,Gengar GL,Psychic,Uncommon,Rising Rivals
3985,58/144,Girafarig,Psychic,Common,Skyridge
3986,16/97,Girafarig,Psychic,Rare,Dragon
3987,16/92,Girafarig,Psychic,Rare,Legend Maker
3988,4/146,Giratina,Psychic,Rare Holo,Legends Awakened
3989,9/127,Giratina,Psychic,Rare Holo,Platinum
3990,10/127,Giratina,Psychic,Rare Holo,Platinum
3991,27/127,Giratina,Psychic,Rare,Platinum
3992,28/127,Giratina,Psychic,Rare,Platinum
3993,124/127,Giratina LV.X,Psychic,Rare Holo LV.X,Platinum
3994,97/146,Gloom,Psychic,Common,Legends Awakened
3995,42/110,Gloom ?,Psychic,Uncommon,Holon Phantoms
3996,50/123,Golbat,Psychic,Uncommon,Mysterious Treasures
3997,30/95,Golbat,Psychic,Uncommon,Unleashed
3998,43/98,Gothita,Psychic,Common,Emerging Powers
3999,44/98,Gothita,Psychic,Common,Emerging Powers
4000,47/98,Gothitelle,Psychic,Rare Holo,Emerging Powers
4001,48/98,Gothitelle,Psychic,Rare,Emerging Powers
4002,45/98,Gothorita,Psychic,Uncommon,Emerging Powers
4003,46/98,Gothorita,Psychic,Uncommon,Emerging Powers
4004,88/132,Grimer,Psychic,Common,Secret Wonders
4005,75/127,Grimer,Psychic,Common,Platinum
4006,50/90,Grimer,Psychic,Common,Undaunted
4007,19/100,Grovyle ?,Psychic,Rare,Crystal Guardians
4008,6/97,Grumpig,Psychic,Rare Holo,Dragon
4009,32/107,Grumpig,Psychic,Uncommon,Deoxys
4010,29/106,Grumpig,Psychic,Uncommon,Emerald
4011,30/106,Grumpig,Psychic,Uncommon,Emerald
4012,20/100,Grumpig,Psychic,Rare,Crystal Guardians
4013,56/146,Grumpig,Psychic,Uncommon,Legends Awakened
4014,23/102,Grumpig,Psychic,Rare,Triumphant
4015,98/146,Gulpin,Psychic,Common,Legends Awakened
4016,40/99,Gulpin,Psychic,Uncommon,Arceus
4017,66/99,Gulpin,Psychic,Common,Arceus
4018,46/110,Haunter,Psychic,Uncommon,Legendary Collection
4019,80/165,Haunter,Psychic,Uncommon,Expedition
4020,63/144,Haunter,Psychic,Common,Skyridge
4021,34/112,Haunter,Psychic,Uncommon,FireRed LeafGreen
4022,35/92,Haunter,Psychic,Uncommon,Legend Maker
4023,50/130,Haunter,Psychic,Uncommon,Diamond Pearl
4024,40/100,Haunter,Psychic,Uncommon,Stormfront
4025,41/99,Haunter,Psychic,Uncommon,Arceus
4026,42/99,Haunter,Psychic,Uncommon,Arceus
4027,35/102,Haunter,Psychic,Uncommon,Triumphant
4028,25/110,Hypno,Psychic,Rare,Legendary Collection
4029,16/147,Hypno,Psychic,Rare,Aquapolis
4030,25/112,Hypno,Psychic,Rare,FireRed LeafGreen
4031,23/113,Hypno,Psychic,Rare,Delta Species
4032,19/106,Hypno,Psychic,Rare,Great Encounters
4033,23/123,Hypno,Psychic,Rare,HeartGold SoulSilver
4034,97/95,Jirachi,Psychic,Rare Holo,Team Magma VS Team Aqua
4035,1/95,Jirachi,Psychic,Rare Holo,Unleashed
4036,11/95,Jirachi,Psychic,Rare Holo,Call of Legends
4037,94/100,Jirachi ex,Psychic,Rare Holo ex,Crystal Guardians
4038,26/110,Jynx,Psychic,Rare,Legendary Collection
4039,18/147,Jynx,Psychic,Rare,Aquapolis
4040,30/132,Jynx,Psychic,Rare,Secret Wonders
4041,69/123,Jynx,Psychic,Common,HeartGold SoulSilver
4042,49/110,Kadabra,Psychic,Uncommon,Legendary Collection
4043,84/165,Kadabra,Psychic,Uncommon,Expedition
4044,69/144,Kadabra,Psychic,Common,Skyridge
4045,34/109,Kirlia,Psychic,Uncommon,Ruby Sapphire
4046,35/109,Kirlia,Psychic,Uncommon,Ruby Sapphire
4047,40/100,Kirlia,Psychic,Uncommon,Sandstorm
4048,33/106,Kirlia,Psychic,Uncommon,Emerald
4049,47/113,Kirlia,Psychic,Uncommon,Delta Species
4050,32/101,Kirlia,Psychic,Uncommon,Dragon Frontiers
4051,31/108,Kirlia,Psychic,Uncommon,Power Keepers
4052,53/132,Kirlia,Psychic,Uncommon,Secret Wonders
4053,51/127,Kirlia,Psychic,Uncommon,Platinum
4054,74/106,Koffing,Psychic,Common,Great Encounters
4055,68/111,Koffing,Psychic,Common,Rising Rivals
4056,70/123,Koffing,Psychic,Common,HeartGold SoulSilver
4057,60/95,Koffing,Psychic,Common,Call of Legends
4058,19/101,Lickitung ?,Psychic,Rare,Dragon Frontiers
4059,29/115,Lugia,Psychic,Rare,Unseen Forces
4060,8/100,Lunatone,Psychic,Rare Holo,Sandstorm
4061,20/92,Lunatone,Psychic,Rare,Legend Maker
4062,32/147,Lunatone,Psychic,Rare,Supreme Victors
4063,34/147,Medicham,Psychic,Rare,Supreme Victors
4064,65/101,Meditite,Psychic,Common,Hidden Legends
4065,113/147,Meditite,Psychic,Common,Supreme Victors
4066,14/123,Mesprit,Psychic,Rare Holo,Mysterious Treasures
4067,34/146,Mesprit,Psychic,Rare,Legends Awakened
4068,143/146,Mesprit LV.X,Psychic,Rare Holo LV.X,Legends Awakened
4069,11/107,Metagross,Psychic,Rare Holo,Deoxys
4070,4/95,Metagross,Psychic,Rare Holo,Unleashed
4071,43/101,Metang,Psychic,Uncommon,Hidden Legends
4072,40/107,Metang,Psychic,Uncommon,Deoxys
4073,33/95,Metang,Psychic,Uncommon,Unleashed
4074,19/165,Mew,Psychic,Rare Holo,Expedition
4075,55/165,Mew,Psychic,Rare,Expedition
4076,10/92,Mew,Psychic,Rare Holo,Legend Maker
4077,111/110,Mew,Psychic,Rare Holo,Holon Phantoms
4078,15/132,Mew,Psychic,Rare Holo,Secret Wonders
4079,97/102,Mew Prime ,Psychic,SuperRare Holo,Triumphant
4080,88/92,Mew ex,Psychic,Rare Holo ex,Legend Maker
4081,100/110,Mew ex,Psychic,Rare Holo ex,Holon Phantoms
4082,29/110,Mewtwo,Psychic,Rare,Legendary Collection
4083,20/165,Mewtwo,Psychic,Rare Holo,Expedition
4084,56/165,Mewtwo,Psychic,Rare,Expedition
4085,9/100,Mewtwo,Psychic,Rare Holo,Majestic Dawn
4086,11/146,Mewtwo,Psychic,Rare Holo,Legends Awakened
4087,101/109,Mewtwo ex,Psychic,Rare Holo ex,Ruby Sapphire
4088,144/146,Mewtwo LV.X,Psychic,Rare Holo LV.X,Legends Awakened
4089,103/110,Mewtwo Star,Psychic,ShinyRare Holo,Holon Phantoms
4090,90/130,Mime Jr.,Psychic,Common,Diamond Pearl
4091,115/147,Mime Jr.,Psychic,Common,Supreme Victors
4092,47/95,Mime Jr.,Psychic,Uncommon,Call of Legends
4093,39/144,Misdreavus,Psychic,Uncommon,Skyridge
4094,25/109,Misdreavus,Psychic,Rare,Team Rocket Returns
4095,40/92,Misdreavus,Psychic,Uncommon,Legend Maker
4096,91/130,Misdreavus,Psychic,Common,Diamond Pearl
4097,107/146,Misdreavus,Psychic,Common,Legends Awakened
4098,68/100,Misdreavus,Psychic,Common,Stormfront
4099,83/127,Misdreavus,Psychic,Common,Platinum
4100,54/95,Misdreavus,Psychic,Common,Unleashed
4101,57/90,Misdreavus,Psychic,Common,Undaunted
4102,65/95,Misdreavus,Psychic,Common,Call of Legends
4103,10/130,Mismagius,Psychic,Rare Holo,Diamond Pearl
4104,7/100,Mismagius,Psychic,Rare Holo,Stormfront
4105,55/127,Mismagius,Psychic,Uncommon,Platinum
4106,5/95,Mismagius,Psychic,Rare Holo,Unleashed
4107,19/90,Mismagius,Psychic,Rare,Undaunted
4108,28/95,Mismagius,Psychic,Rare,Call of Legends
4109,10/111,Mismagius GL,Psychic,Rare Holo,Rising Rivals
4110,110/111,Mismagius GL LV.X,Psychic,Rare Holo LV.X,Rising Rivals
4111,95a/147,Mr. Mime,Psychic,Common,Aquapolis
4112,95b/147,Mr. Mime,Psychic,Common,Aquapolis
4113,30/123,Mr. Mime,Psychic,Rare,Mysterious Treasures
4114,37/147,Mr. Mime,Psychic,Rare,Supreme Victors
4115,29/95,Mr. Mime,Psychic,Rare,Call of Legends
4116,110/112,Mr. Mime ex,Psychic,Rare Holo ex,FireRed LeafGreen
4117,111/112,Mr. Mime ex,Psychic,Rare Holo ex,FireRed LeafGreen
4118,28/111,Mr. Mime 4,Psychic,Rare,Rising Rivals
4119,56/132,Muk,Psychic,Uncommon,Secret Wonders
4120,57/127,Muk,Psychic,Uncommon,Platinum
4121,31/90,Muk,Psychic,Uncommon,Undaunted
4122,48/114,Munna,Psychic,Uncommon,Black White
4123,49/114,Musharna,Psychic,Rare,Black White
4124,80/144,Natu,Psychic,Common,Skyridge
4125,69/100,Natu,Psychic,Common,Sandstorm
4126,66/107,Natu,Psychic,Common,Deoxys
4127,63/115,Natu,Psychic,Common,Unseen Forces
4128,96/132,Natu,Psychic,Common,Secret Wonders
4129,55/95,Natu,Psychic,Common,Unleashed
4130,34/132,Nidoking,Psychic,Rare,Secret Wonders
4131,31/123,Nidoqueen,Psychic,Rare,Mysterious Treasures
4132,30/111,Nidoqueen,Psychic,Rare,Rising Rivals
4133,28/102,Nidoqueen,Psychic,Rare,Triumphant
4134,91/123,Nidoran?,Psychic,Common,Mysterious Treasures
4135,71/111,Nidoran?,Psychic,Common,Rising Rivals
4136,69/102,Nidoran?,Psychic,Common,Triumphant
4137,97/132,Nidoran?,Psychic,Common,Secret Wonders
4138,72/111,Nidoran?,Psychic,Common,Rising Rivals
4139,70/102,Nidoran?,Psychic,Common,Triumphant
4140,56/123,Nidorina,Psychic,Uncommon,Mysterious Treasures
4141,73/111,Nidorina,Psychic,Common,Rising Rivals
4142,45/102,Nidorina,Psychic,Uncommon,Triumphant
4143,57/132,Nidorino,Psychic,Uncommon,Secret Wonders
4144,74/111,Nidorino,Psychic,Common,Rising Rivals
4145,46/102,Nidorino,Psychic,Uncommon,Triumphant
4146,8/101,Ninetales ?,Psychic,Rare Holo,Dragon Frontiers
4147,112/146,Oddish,Psychic,Common,Legends Awakened
4148,74/110,Omanyte ?,Psychic,Common,Holon Phantoms
4149,13/110,Omastar ?,Psychic,Rare Holo,Holon Phantoms
4150,36/101,Quilava ?,Psychic,Uncommon,Dragon Frontiers
4151,66/109,Ralts,Psychic,Common,Ruby Sapphire
4152,67/109,Ralts,Psychic,Common,Ruby Sapphire
4153,68/109,Ralts,Psychic,Common,Ruby Sapphire
4154,74/100,Ralts,Psychic,Common,Sandstorm
4155,61/106,Ralts,Psychic,Common,Emerald
4156,81/113,Ralts,Psychic,Common,Delta Species
4157,60/101,Ralts,Psychic,Common,Dragon Frontiers
4158,59/108,Ralts,Psychic,Common,Power Keepers
4159,102/132,Ralts,Psychic,Common,Secret Wonders
4160,89/127,Ralts,Psychic,Common,Platinum
4161,57/114,Reuniclus,Psychic,Rare Holo,Black White
4162,72/100,Roselia,Psychic,Common,Stormfront
4163,23/100,Roserade,Psychic,Rare,Stormfront
4164,40/147,Roserade C,Psychic,Rare,Supreme Victors
